ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,HasEarlyStopFeature,ThreeprimeDistStopFeature,RPKMFeature,ZipperStemMetric_Vienna_mfe,LocalizationMetric_Vienna_mfe,StartToBPStemMetric_Vienna_mfe,BPToEndStemMetric_Vienna_mfe,StartProtectionMetric_Vienna_mfe,EndProtectionMetric_Vienna_mfe,BPProtectionMetric_Vienna_mfe,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens,LengthFeature
"('chrM', 41294, 41631)",+,NP_009316.1,34.937,11.512925464970229,5.521460917862246,0.5417142857142826,0.4039999999999993,0.5589999999999948,0,5288.0,0.00110435,20.0,41.0,0,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,66.247,0.4219584569732923,337
"('chrM', 37670, 38152)",+,NP_009315.1,24.82,5.809142990314027,6.214608098422191,0.4170000000000012,0.4005714285714267,0.5798571428571414,0,6539.0,0.004509313,20.0,27.0,0,0,0.0,0.5714285714285714,0.8571428571428571,0.0,0.0,115.977,0.3226141078838128,482
"('chrM', 41294, 41631)",+,NP_009315.1,35.186,11.512925464970229,6.907755278982138,0.5524285714285697,0.4028571428571425,0.5588571428571374,0,6684.0,0.004509313,20.0,41.0,0,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,65.879,0.4347181008902058,337
"('chrV', 55417, 55680)",-,NM_001178868.3,11.895,1.2801341652915,11.512925464970229,0.8439999999999963,0.2102857142857127,0.2364285714285696,1,1462.0,27.39439664,20.0,11.0,-1,0,0.7142857142857143,0.0,0.4285714285714285,0.0,0.0,79.265,0.3041825095057029,263
"('chrV', 54183, 54699)",-,NM_001178868.3,36.67,11.512925464970229,6.214608098422191,0.254142857142857,0.5375714285714296,0.8427142857142911,0,0.0,27.39439664,20.0,21.0,0,0,0.7142857142857143,0.7142857142857143,0.8571428571428571,-4.266666666666666,0.0,132.21,0.3802325581395308,516
"('chrV', 78106, 78345)",+,NM_001178855.3,24.914,11.512925464970229,0.0725706928348353,0.7492857142857157,0.9674285714285727,0.9505714285714308,1,1108.0,539.1811395,-8.6,24.0,0,-1,0.8571428571428571,1.0,1.0,-8.392222222222234,0.0,47.795,0.3979079497907932,239
"('chrV', 92811, 93213)",+,NM_001178846.3,22.766,11.512925464970229,0.7635696448564911,0.2807142857142858,0.5421428571428549,0.2532857142857141,0,0.0,243.281068,20.0,21.0,0,0,0.8571428571428571,0.2857142857142857,0.0,0.0,-1.6,105.062,0.3534825870646746,402
"('chrV', 105695, 106042)",-,NM_001178840.1,40.154,11.512925464970229,11.512925464970229,0.9182857142857186,0.4739999999999983,0.3085714285714277,1,3112.0,30.10557771,-2.9,44.0,0,0,1.0,0.5714285714285714,0.0,-3.47142857142857,0.0,91.745,0.328818443804032,347
"('chrV', 119699, 119808)",-,NM_001178835.1,29.365,11.512925464970229,5.809142990314027,0.8235714285714316,0.7015714285714197,0.4064285714285701,1,1049.0,27.19008669,-0.8,29.0,0,0,0.8571428571428571,0.7142857142857143,0.5714285714285714,-0.7999999999999994,-3.4,25.199,0.4880733944954128,109
"('chrV', 120796, 121246)",-,NM_001178834.3,26.401,6.907755278982138,11.512925464970229,0.7061428571428576,0.4818571428571409,0.3050000000000003,0,0.0,10.32285203,20.0,34.0,0,0,0.8571428571428571,0.4285714285714285,0.5714285714285714,0.0,-2.9319999999999995,91.617,0.2888888888888865,450
"('chrV', 169580, 169888)",-,NM_001178899.1,43.658,11.512925464970229,11.512925464970229,0.5258571428571395,0.6591428571428504,0.4370000000000006,1,1672.0,24.4199346,20.0,30.0,0,0,0.5714285714285714,0.7142857142857143,0.4285714285714285,0.0,0.0,81.457,0.3162337662337638,308
"('chrV', 184282, 184566)",-,NM_001184456.1,14.785,11.512925464970229,11.512925464970229,0.4131428571428593,0.0117142857142857,0.966,0,548.0,0.136315522,20.0,14.0,0,0,0.4285714285714285,0.0,1.0,-10.8,0.0,63.984,0.4943661971830982,284
"('chrV', 185610, 185779)",+,NM_001178906.3,29.563,2.0635681925235456,6.214608098422191,0.5094285714285718,0.4541428571428549,0.1215714285714288,1,986.0,9.788486172,20.0,41.0,0,0,0.8571428571428571,0.0,0.0,-5.6000000000000005,-2.1333333333333333,40.748,0.4662721893491119,169
"('chrV', 203744, 203978)",+,NM_001178915.1,30.831,11.512925464970229,11.512925464970229,0.5568571428571389,0.0055714285714285,0.3091428571428554,0,0.0,12.82893887,20.0,31.0,0,0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,67.932,0.327350427350427,234
"('chrV', 218842, 219050)",-,NM_001178924.1,5.419,0.2033409240180301,11.512925464970229,0.7082857142857061,0.108714285714286,0.4657142857142821,1,704.0,5.502467812,20.0,3.0,-1,0,0.7142857142857143,0.0,0.2857142857142857,-12.7,-1.1157894736842102,51.074,0.5649038461538451,208
"('chrV', 293794, 294070)",+,NM_001178959.3,23.288,6.907755278982138,3.863232841258714,0.3545714285714299,0.5321428571428551,0.0821428571428572,0,0.0,29.9355797,20.0,21.0,0,0,0.7142857142857143,0.5714285714285714,0.0,-11.525,0.0,62.572,0.3637681159420275,276
"('chrV', 298951, 299478)",+,NM_001178961.1,43.148,11.512925464970229,11.512925464970229,0.6938571428571406,0.5595714285714279,0.687571428571423,1,2125.0,211.4555724,20.0,71.0,0,0,0.0,1.0,0.8571428571428571,0.0,-5.3090909090909095,104.914,0.2648956356736242,527
"('chrV', 329347, 329606)",+,NM_001178977.1,23.486,6.907755278982138,11.512925464970229,0.7395714285714274,0.2074285714285712,0.6979999999999916,1,596.0,268.1877865,20.0,29.0,0,0,0.8571428571428571,0.0,0.7142857142857143,-3.71,0.0,53.134,0.3162162162162155,259
"('chrV', 329359, 329606)",+,NM_001178977.1,22.628,4.0745419349259215,11.512925464970229,0.2739999999999988,0.2009999999999994,0.7017142857142773,1,596.0,268.1877865,20.0,32.0,0,0,0.0,0.0,0.7142857142857143,-8.6,0.0,52.641,0.341295546558703,247
"('chrV', 329509, 329606)",+,NM_001178977.1,19.998,11.512925464970229,11.512925464970229,0.7925714285714293,0.2281428571428569,0.4811428571428602,1,596.0,268.1877865,20.0,34.0,0,0,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,12.352,0.5711340206185558,97
"('chrV', 329145, 329606)",+,NM_001178977.1,19.801,11.512925464970229,11.512925464970229,0.385285714285715,0.4475714285714267,0.6807142857142784,1,565.0,268.1877865,20.0,23.0,0,0,0.2857142857142857,0.0,0.7142857142857143,-6.517241379310345,0.0,137.963,0.2984815618221244,461
"('chrV', 343365, 343574)",-,NM_001178984.1,31.626,6.214608098422191,4.961845129926823,0.157857142857143,0.2062857142857135,0.3612857142857154,1,13.0,15.09415364,20.0,43.0,0,0,0.0,0.2857142857142857,0.1428571428571428,-6.799999999999998,0.0,43.386,0.4478468899521511,209
"('chrV', 344845, 345177)",-,NM_001178984.1,9.164,6.214608098422191,11.512925464970229,0.5601428571428573,0.0158571428571428,0.3249999999999997,1,1465.0,15.09415364,20.0,3.0,0,0,0.7142857142857143,0.0,0.4285714285714285,0.0,0.0,75.215,0.3873493975903593,332
"('chrV', 350616, 350997)",+,NM_001178986.3,41.353,11.512925464970229,11.512925464970229,0.6284285714285684,0.5625714285714293,0.5842857142857157,0,0.0,125.1787325,20.0,43.0,0,0,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.0,-2.5,114.469,0.3328083989501284,381
"('chrV', 350547, 350997)",+,NM_001178986.3,41.19600000000001,11.512925464970229,11.512925464970229,0.0774285714285714,0.0241428571428571,0.5800000000000013,0,0.0,125.1787325,20.0,42.0,0,0,0.0,0.0,0.7142857142857143,0.0,-1.65,140.099,0.2753333333333325,450
"('chrV', 384387, 384531)",-,NM_001179001.1,8.708,0.4812668215244463,0.002002002670673,0.5139999999999971,0.8985714285714269,0.3209999999999995,0,0.0,10.76206498,-3.4,8.0,0,-1,0.5714285714285714,1.0,0.0,-3.4000000000000026,-7.9,24.654,0.50625,144
"('chrV', 466903, 467132)",-,NM_001179039.1,15.2,0.8722738464573808,5.809142990314027,0.3898571428571426,0.5269999999999972,0.7544285714285661,1,695.0,21.60157452,20.0,15.0,-1,0,0.0,0.0,0.7142857142857143,-3.5700000000000003,-1.0666666666666678,57.713,0.361135371179039,229
"('chrV', 480860, 480989)",-,NM_001179045.3,23.514,2.137070654516472,1.4872202797098508,0.3654285714285721,0.5554285714285705,0.4101428571428557,0,0.0,41.07341801,-3.5,10.0,0,-1,0.4285714285714285,0.7142857142857143,0.5714285714285714,-3.177108433734941,0.0,20.035,0.4651162790697662,129
"('chrV', 507000, 507492)",+,NM_001179054.1,44.445,4.605170185988091,4.605170185988091,0.6208571428571407,0.6672857142857079,0.3184285714285735,0,0.0,25.20475942,20.0,45.0,0,0,0.7142857142857143,0.7142857142857143,0.1428571428571428,0.0,-0.3,111.033,0.337195121951218,492
"('chrX', 11932, 12418)",+,NM_001181655.1,55.137,11.512925464970229,11.512925464970229,0.485714285714283,0.5697142857142795,0.7562857142857146,0,0.0,0.155367144,20.0,54.0,0,0,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.0,-2.669999999999995,85.583,0.3903292181069928,486
"('chrX', 64548, 64777)",+,NM_001181630.1,13.997,11.512925464970229,2.2633643798407643,0.7114285714285631,0.0825714285714284,0.2699999999999983,1,2783.0,34.48080203,20.0,14.0,0,0,0.7142857142857143,0.0,0.1428571428571428,-9.2,0.0,66.487,0.5283842794759824,229
"('chrX', 64570, 64777)",+,NM_001181630.1,23.751,11.512925464970229,1.448169764837978,0.5201428571428545,0.942857142857144,0.0655714285714285,0,0.0,34.48080203,-11.1,30.0,0,0,0.5714285714285714,1.0,0.0,-11.077083333333343,0.0,58.202,0.4342995169082124,207
"('chrX', 130252, 130604)",-,NM_001181588.1,11.984000000000002,4.268697949366879,6.907755278982138,0.8318571428571458,0.8784285714285737,0.4292857142857125,1,941.0,42.6728605,20.0,12.0,0,0,0.8571428571428571,0.8571428571428571,0.2857142857142857,-5.0,-1.2,88.318,0.3036931818181817,352
"('chrX', 162981, 163236)",+,NM_001181565.1,30.44,11.512925464970229,4.8283137373023015,0.5272857142857139,0.165,0.5560000000000007,0,0.0,12.00684406,20.0,33.0,0,0,0.4285714285714285,0.2857142857142857,0.7142857142857143,0.0,0.0,57.721,0.3701960784313717,255
"('chrX', 167893, 168339)",-,NM_001181563.2,48.092,11.512925464970229,5.809142990314027,0.6835714285714208,0.8444285714285739,0.7428571428571383,1,2161.0,131.8718336,20.0,51.0,0,0,0.7142857142857143,0.8571428571428571,0.8571428571428571,-6.1,-4.1000000000000005,120.677,0.3329596412556033,446
"('chrX', 179586, 180060)",-,NM_001181561.2,10.987,11.512925464970229,0.3768776512562517,0.9401428571428572,0.2915714285714264,0.8247142857142876,0,0.0,48.15675587,20.0,5.0,0,-1,1.0,0.2857142857142857,0.8571428571428571,0.0,-2.3000000000000003,111.878,0.3255274261603365,474
"('chrX', 200915, 201141)",+,NM_001181546.3,26.968000000000004,11.512925464970229,5.298317366548036,0.5572857142857163,0.4129999999999999,0.3728571428571403,0,3942.0,,20.0,24.0,0,0,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.0,-0.8999999999999999,48.171,0.3986725663716802,226
"('chrX', 202906, 203245)",+,NM_001181546.3,22.901,5.521460917862246,11.512925464970229,0.3545714285714284,0.70242857142857,0.0642857142857144,0,3829.0,,20.0,17.0,0,0,0.4285714285714285,0.8571428571428571,0.0,-2.7,0.0,68.549,0.3194690265486711,339
"('chrX', 215889, 216239)",-,NM_001181542.1,25.755,5.809142990314027,1.0613165039244128,0.5722857142857135,0.4295714285714305,0.1887142857142848,1,3811.0,84.90930527,20.0,13.0,0,-1,0.5714285714285714,0.5714285714285714,0.2857142857142857,-4.6,-3.2754716981132086,79.712,0.322571428571427,350
"('chrX', 215304, 215423)",-,NM_001181542.1,18.128,11.512925464970229,3.772261063052988,0.4558571428571458,0.0871428571428572,0.0967142857142859,1,3292.0,84.90930527,-8.5,14.0,0,0,0.7142857142857143,0.0,0.0,-8.446,0.0,27.77,0.4563025210084032,119
"('chrX', 218188, 218321)",-,NM_001181541.1,19.635,3.473768074496991,0.208254938820459,0.3488571428571416,0.4877142857142863,0.5908571428571432,1,440.0,20.15837738,-6.8,37.0,0,0,0.2857142857142857,0.5714285714285714,0.5714285714285714,-5.70322580645162,0.0,28.128,0.4563909774436084,133
"('chrX', 274589, 274690)",+,NM_001181518.1,24.266,5.298317366548036,11.512925464970229,0.4477142857142861,0.0151428571428571,0.3728571428571398,1,1772.0,16.84829467,20.0,45.0,0,0,0.5714285714285714,0.0,0.2857142857142857,-2.5800000000000005,0.0,16.632,0.5742574257425741,101
"('chrX', 300651, 301105)",-,NM_001181507.1,34.42,5.521460917862246,5.809142990314027,0.382857142857144,0.1735714285714279,0.1499999999999992,1,1481.0,15.16581914,20.0,43.0,0,0,0.0,0.0,0.1428571428571428,0.0,-0.8180327868852455,95.594,0.3325991189427292,454
"('chrX', 331553, 331898)",-,NM_001181489.1,22.621,11.512925464970229,3.146555163288576,0.3295714285714284,0.302285714285714,0.2145714285714268,0,0.0,9.594006827,20.0,40.0,0,0,0.0,0.5714285714285714,0.4285714285714285,-5.1,-0.5,57.882,0.3559420289855043,345
"('chrX', 382824, 383005)",+,NM_001181468.3,22.991,11.512925464970229,3.1235656450638767,0.2284285714285696,0.3619999999999997,0.1672857142857126,1,293.0,763.9119032,20.0,21.0,0,0,0.1428571428571428,0.0,0.1428571428571428,-8.0,-0.9,45.791,0.4325966850828713,181
"('chrX', 403921, 404445)",+,NM_001181453.3,9.872,0.1053605156578262,11.512925464970229,0.4088571428571433,0.068,0.2488571428571411,1,457.0,20.44837576,-3.2,3.0,-1,0,0.4285714285714285,0.0,0.4285714285714285,-3.3333333333333286,0.0,137.015,0.3562977099236631,524
"('chrX', 406360, 406720)",+,NM_001181450.1,25.33,11.512925464970229,11.512925464970229,0.7332857142857143,0.4570000000000021,0.3472857142857121,0,0.0,40.28938129,20.0,15.0,0,0,0.8571428571428571,0.0,0.8571428571428571,-3.78,0.0,82.016,0.3738888888888887,360
"('chrX', 425864, 426163)",+,NM_001181439.3,20.304,11.512925464970229,11.512925464970229,0.7881428571428567,0.4274285714285735,0.3300000000000009,1,5053.0,22.20129011,20.0,19.0,0,0,1.0,0.4285714285714285,0.5714285714285714,-5.5,0.0,72.666,0.378260869565215,299
"('chrX', 425864, 426097)",+,NM_001181439.3,46.64100000000001,11.512925464970229,11.512925464970229,0.8049999999999979,0.7017142857142776,0.4838571428571388,1,5122.0,22.20129011,20.0,41.0,0,0,1.0,0.7142857142857143,0.2857142857142857,0.0,0.0,39.688,0.4373390557939905,233
"('chrX', 465741, 465880)",-,NM_001181674.1,35.904,11.512925464970229,5.115995809754082,0.8115714285714304,0.6025714285714278,0.4270000000000032,1,1046.0,545.1570925,20.0,40.0,0,0,0.8571428571428571,0.7142857142857143,0.4285714285714285,-3.300000000000001,-2.991397849462367,28.777,0.5172661870503592,139
"('chrX', 484301, 484538)",-,NM_001181688.3,9.57,0.8051966843685682,0.2231435513142097,0.5581428571428567,0.6684285714285667,0.6371428571428547,0,0.0,17.73489779,-11.7,3.0,-1,-1,0.7142857142857143,0.7142857142857143,0.7142857142857143,-11.277941176470597,-4.175999999999993,51.668,0.3911392405063272,237
"('chrX', 509188, 509330)",+,NM_001181698.1,33.886,11.512925464970229,5.809142990314027,0.8945714285714297,0.4232857142857131,0.3749999999999967,1,725.0,46.16908133,-6.6,29.0,0,0,1.0,0.0,0.2857142857142857,-5.488157894736848,0.0,29.967,0.4598591549295769,142
"('chrX', 508817, 509330)",+,NM_001181698.1,35.854,11.512925464970229,11.512925464970229,0.6652857142857086,0.5242857142857099,0.7648571428571386,0,0.0,46.16908133,20.0,36.0,0,0,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.0,0.0,161.707,0.309161793372319,513
"('chrX', 550539, 550757)",+,NM_001181719.1,25.228,5.809142990314027,11.512925464970229,0.7052857142857153,0.4834285714285692,0.1542857142857136,1,2533.0,12.68239332,20.0,27.0,0,0,0.4285714285714285,0.0,0.1428571428571428,-4.2473684210526335,-6.046153846153847,56.129,0.4619266055045861,218
"('chrX', 580774, 581031)",+,NM_001181737.1,3.266,0.0242926925690445,11.512925464970229,0.8311428571428598,0.0037142857142857,0.2842857142857111,0,526.0,1.794402269,20.0,3.0,-1,0,0.8571428571428571,0.0,0.2857142857142857,0.0,0.0,62.884,0.3070038910505827,257
"('chrX', 580556, 581007)",-,NM_001181738.1,11.646,2.137070654516472,4.3428059215206005,0.5398571428571389,0.1625714285714274,0.536571428571426,1,101.0,38.75061602,20.0,11.0,0,0,0.5714285714285714,0.1428571428571428,0.5714285714285714,0.0,-4.796907216494838,121.92,0.3421286031042104,451
"('chrX', 580556, 580855)",-,NM_001181738.1,29.799,11.512925464970229,6.214608098422191,0.3917142857142861,0.4027142857142889,0.2554285714285698,1,109.0,38.75061602,20.0,30.0,0,0,0.4285714285714285,0.7142857142857143,0.1428571428571428,-2.8000000000000003,-4.81354166666666,62.944,0.3953177257525075,299
"('chrX', 616442, 616822)",-,NM_001181758.3,24.273000000000003,6.907755278982138,2.718100536955712,0.1998571428571411,0.6079999999999984,0.4377142857142865,1,7.0,38.2071952,20.0,18.0,0,0,0.1428571428571428,0.8571428571428571,0.7142857142857143,-10.9,0.0,112.082,0.3328947368421033,380
"('chrII', 131246, 131436)",-,NM_001178287.1,26.868,4.961845129926823,5.809142990314027,0.438428571428572,0.2494285714285724,0.1002857142857142,1,3326.0,73.14571822,20.0,15.0,0,0,0.7142857142857143,0.0,0.0,0.0,-1.9,46.049,0.3247368421052618,190
"('chrII', 131246, 131418)",-,NM_001178287.1,31.298,3.611918412977808,11.512925464970229,0.5281428571428538,0.5237142857142826,0.0945714285714286,1,3326.0,73.14571822,20.0,23.0,0,0,0.5714285714285714,0.5714285714285714,0.0,-6.15,-0.6,45.209,0.3366279069767428,172
"('chrII', 519055, 519137)",-,NM_001178488.3,16.884,11.512925464970229,11.512925464970229,0.5565714285714246,0.0991428571428572,0.4232857142857169,1,1688.0,17.70980142,-3.5,17.0,0,0,0.5714285714285714,0.0,0.4285714285714285,-3.5,0.0,17.223,0.4999999999999994,82
"('chrII', 20401, 20571)",-,NM_001178344.1,30.807,11.512925464970229,5.115995809754082,0.2742857142857157,0.7048571428571397,0.5151428571428597,1,2194.0,19.14027664,20.0,21.0,0,0,0.5714285714285714,0.5714285714285714,0.4285714285714285,0.0,-2.0,46.612,0.4105882352941177,170
"('chrII', 62121, 62472)",-,NM_001178326.1,18.15,11.512925464970229,6.907755278982138,0.3888571428571431,0.543999999999998,0.327142857142856,0,0.0,17.2755804,20.0,24.0,0,0,0.0,0.5714285714285714,0.2857142857142857,-7.242857142857143,-7.324324324324325,83.168,0.3760683760683731,351
"('chrII', 97523, 97906)",-,NM_001178306.1,11.977,0.9288695140810151,11.512925464970229,0.7725714285714296,0.161428571428571,0.702999999999996,1,829.0,9.482631516,20.0,17.0,0,0,1.0,0.0,1.0,0.0,0.0,94.336,0.2994778067885102,383
"('chrII', 96742, 97018)",-,NM_001178306.1,26.808000000000003,11.512925464970229,5.115995809754082,0.8141428571428604,0.6187142857142854,0.3430000000000001,0,0.0,9.482631516,20.0,30.0,0,0,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.0,0.0,47.836,0.4181159420289845,276
"('chrII', 113858, 114186)",+,NM_001178296.2,18.216,11.512925464970229,1.6094379124341005,0.6231428571428542,0.4504285714285705,0.6404285714285671,1,914.0,211.6625308,20.0,23.0,0,0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.0,0.0,82.936,0.3530487804878026,328
"('chrII', 114029, 114186)",+,NM_001178296.2,5.079,6.907755278982138,1.3983669423541598,0.7360000000000014,0.3249999999999972,0.6969999999999912,1,914.0,211.6625308,-13.7,5.0,0,0,0.8571428571428571,0.2857142857142857,0.7142857142857143,-11.165517241379304,0.0,46.039,0.4885350318471325,157
"('chrII', 132670, 132956)",+,NM_001178286.1,47.903,11.512925464970229,11.512925464970229,0.5147142857142851,0.2448571428571409,0.450857142857142,1,755.0,26.81375998,20.0,68.0,0,0,0.0,0.0,0.5714285714285714,-3.0,-0.8600000000000002,63.191,0.377972027972027,286
"('chrII', 154773, 155143)",-,NM_001178274.1,22.983,1.1551826401565042,11.512925464970229,0.5222857142857144,0.4028571428571437,0.4390000000000002,1,860.0,7.968242296,20.0,37.0,0,0,0.4285714285714285,0.7142857142857143,0.8571428571428571,-5.64905660377359,0.0,78.2,0.3470270270270233,370
"('chrII', 163105, 163372)",-,NM_001178270.1,29.677,5.298317366548036,5.298317366548036,0.0595714285714286,0.4827142857142866,0.9805714285714294,0,0.0,566.561838,20.0,32.0,0,0,0.0,0.7142857142857143,1.0,-6.2,0.0,79.725,0.4071161048689122,267
"('chrII', 187220, 187413)",-,NM_001178257.1,29.409,6.907755278982138,4.268697949366879,0.0574285714285715,0.1317142857142863,0.7719999999999969,1,320.0,63.06579325,20.0,30.0,0,0,0.0,0.0,0.8571428571428571,-13.751851851851848,0.0,36.285,0.4751295336787556,193
